Tick,AnimalsCount,GrassesCount,EmptyPlaces,AverageEnergy,AverageChildrenCount,AverageLifeSpan,DominantGenome
0,100,1098,19524,20,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
1,100,1273,19502,20,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
2,100,1273,19502,20,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
3,100,1273,19502,20,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
4,100,1273,19502,20,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
5,100,1269,19373,19,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
6,100,1440,19336,19,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
7,101,1440,19170,18,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
8,100,1577,18718,17,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
9,98,1644,17325,17,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
10,99,1685,16051,16,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
11,94,1714,15178,16,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
12,94,1762,15392,16,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
13,94,1897,16233,15,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
14,94,2057,17109,15,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
15,93,2205,18177,14,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
16,94,2378,18399,14,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
17,93,2524,18184,14,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
18,94,2689,18044,13,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
19,96,2831,17912,13,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
20,94,2988,17798,12,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
21,94,3142,17650,12,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
22,94,3284,17502,11,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
23,94,3434,17164,11,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
24,95,3533,16373,11,0.0,NaN,3,0,0,4,2,1,7,1,2,4,3,5,1,7
25,94,3545,15926,12,0.0,25.0,3,0,0,4,2,1,7,1,2,4,3,5,1,7
26,82,3548,14231,12,0.0,25.0,3,0,0,4,2,1,7,1,2,4,3,5,1,7
27,80,3524,13335,12,0.0,25.0,3,0,0,4,2,1,7,1,2,4,3,5,1,7
28,81,3554,13799,13,0.0,25.42,3,0,0,4,2,1,7,1,2,4,3,5,1,7
29,79,3671,14787,13,0.0,25.42,3,0,0,4,2,1,7,1,2,4,3,5,1,7
30,79,3803,15677,13,0.0,25.42,3,0,0,4,2,1,7,1,2,4,3,5,1,7
31,80,3944,16548,15,0.0,27.1,3,0,0,4,2,1,7,1,2,4,3,5,1,7
32,73,4083,16682,15,0.0,27.33,3,0,0,4,2,1,7,1,2,4,3,5,1,7
33,72,4216,16555,15,0.0,27.33,3,0,0,4,2,1,7,1,2,4,3,5,1,7
34,72,4360,16406,15,0.0,27.33,3,0,0,4,2,1,7,1,2,4,3,5,1,7
35,72,4494,16270,15,0.0,27.33,3,0,0,4,2,1,7,1,2,4,3,5,1,7
36,73,4631,16179,15,0.0,27.33,3,0,0,4,2,1,7,1,2,4,3,5,1,7
37,72,4762,16061,17,0.0,29.75,3,0,0,4,2,1,7,1,2,4,3,5,1,7
38,65,4904,15916,17,0.0,30.03,3,0,0,4,2,1,7,1,2,4,3,5,1,7
39,64,5048,15568,17,0.0,30.03,3,0,0,4,2,1,7,1,2,4,3,5,1,7
40,64,5149,14819,17,0.0,30.03,3,0,0,4,2,1,7,1,2,4,3,5,1,7
41,64,5161,13848,17,0.0,30.03,3,0,0,4,2,1,7,1,2,4,3,5,1,7
42,65,5152,12568,18,0.0,30.03,3,0,0,4,2,1,7,1,2,4,3,5,1,7
43,63,5117,11821,19,0.0,31.25,3,0,0,4,2,1,7,1,2,4,3,5,1,7
44,59,5115,12327,19,0.0,31.63,3,0,0,4,2,1,7,1,2,4,3,5,1,7
45,58,5232,13293,19,0.0,31.63,3,0,0,4,2,1,7,1,2,4,3,5,1,7
46,60,5355,14167,20,0.0,31.63,3,0,0,4,2,1,7,1,2,4,3,5,1,7
47,60,5494,15030,20,0.0,31.63,3,0,0,4,2,1,7,1,2,4,3,5,1,7
48,59,5638,15148,20,0.0,31.63,3,0,0,4,2,1,7,1,2,4,3,5,1,7
49,59,5768,15030,23,0.0,33.92,3,0,0,4,2,1,7,1,2,4,3,5,1,7
50,54,5896,14893,24,0.0,34.33,3,0,0,4,2,1,7,1,2,4,3,5,1,7
51,53,6030,14963,25,0.0,34.75,3,0,0,4,2,1,7,1,2,4,3,5,1,7
52,52,6149,14671,25,0.0,34.75,3,0,0,4,2,1,7,1,2,4,3,5,1,7
53,52,6276,14542,26,0.0,34.75,3,0,0,4,2,1,7,1,2,4,3,5,1,7
54,53,6389,14440,26,0.0,34.75,3,0,0,4,2,1,7,1,2,4,3,5,1,7
55,52,6519,14125,28,0.0,35.71,3,0,0,4,2,1,7,1,2,4,3,5,1,7
