Tick,AnimalsCount,GrassesCount,EmptyPlaces,AverageEnergy,AverageChildrenCount,AverageLifeSpan,DominantGenome
0,410,755,20011,21,0.04,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
1,410,755,20011,21,0.04,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
2,410,755,20011,21,0.04,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
3,411,922,19843,20,0.05,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
4,411,922,19853,20,0.06,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
5,413,1082,19689,19,0.06,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
6,413,1247,19536,18,0.06,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
7,413,1400,19165,18,0.06,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
8,413,1522,18166,17,0.06,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
9,405,1584,17144,17,0.06,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
10,397,1632,15765,16,0.06,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
11,388,1625,14594,16,0.06,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
12,388,1671,15087,15,0.06,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
13,388,1788,16307,14,0.07,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
14,390,1921,17500,14,0.07,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
15,390,2056,18441,14,0.07,NaN,0,7,6,1,2,6,1,1,2,5,0,1,6,3
16,390,2189,18599,13,0.07,16.0,0,7,6,1,2,6,1,1,2,5,0,1,6,3
17,387,2326,18490,13,0.06,16.33,0,7,6,1,2,6,1,1,2,5,0,1,6,3
18,385,2443,18346,13,0.07,16.57,0,7,6,1,2,6,1,1,2,5,0,1,6,3
19,387,2574,18220,13,0.07,16.5,0,7,6,1,2,6,1,1,2,5,0,1,6,3
20,387,2701,18135,12,0.08,16.5,0,7,6,1,2,6,1,1,2,5,0,1,6,3
21,388,2805,18016,12,0.08,16.44,0,7,6,1,2,6,1,1,2,5,0,1,6,3
22,389,2936,17902,12,0.07,18.35,0,6,1,2,4,3,2,4,6,4,6,7,0,3
23,383,3053,17578,12,0.07,19.17,0,6,1,2,4,3,2,4,6,4,6,7,0,3
24,381,3129,16690,12,0.07,19.44,0,6,1,2,4,3,2,4,6,4,6,7,0,3
25,379,3149,15870,14,0.08,23.58,0,6,1,2,4,3,2,4,6,4,6,7,0,3
26,325,3139,14404,14,0.09,23.74,0,6,1,2,4,3,2,4,6,4,6,7,0,3
27,317,3041,13365,14,0.09,23.74,0,6,1,2,4,3,2,4,6,4,6,7,0,3
28,318,3034,13734,14,0.09,23.85,0,6,1,2,4,3,2,4,6,4,6,7,0,3
29,316,3124,15165,14,0.11,23.85,0,6,1,2,4,3,2,4,6,4,6,7,0,3
30,319,3223,16208,14,0.12,23.85,0,6,1,2,4,3,2,4,6,4,6,7,0,3
31,321,3324,17224,16,0.14,26.26,0,6,1,2,4,3,2,4,6,4,6,7,0,3
32,280,3438,17467,16,0.17,26.26,0,6,1,2,4,3,2,4,6,4,6,7,0,3
33,286,3550,17351,16,0.18,26.26,0,6,1,2,4,3,2,4,6,4,6,7,0,3
34,287,3656,17231,16,0.19,26.26,0,6,1,2,4,3,2,4,6,4,6,7,0,3
35,288,3771,17116,16,0.2,26.4,0,6,1,2,4,3,2,4,6,4,6,7,0,3
36,287,3887,17047,16,0.21,26.4,0,6,1,2,4,3,2,4,6,4,6,7,0,3
37,291,3995,16964,17,0.23,27.69,0,6,1,2,4,3,2,4,6,4,6,7,0,3
38,274,4088,16867,17,0.25,27.9,0,6,1,2,4,3,2,4,6,4,6,7,0,3
39,275,4187,16549,18,0.27,28.06,0,6,1,2,4,3,2,4,6,4,6,7,0,3
40,274,4258,15633,18,0.3,28.22,0,6,1,2,4,3,2,4,6,4,6,7,0,3
41,277,4267,14642,18,0.33,28.64,0,6,1,2,4,3,2,4,6,4,6,7,0,3
42,278,4246,13301,18,0.38,28.64,0,6,1,2,4,3,2,4,6,4,6,7,0,3
43,278,4152,12426,19,0.43,30.08,0,6,1,2,4,3,2,4,6,4,6,7,0,3
44,266,4118,12383,19,0.47,30.48,0,6,1,2,4,3,2,4,6,4,6,7,0,3
45,267,4200,14159,20,0.51,30.64,0,6,1,2,4,3,2,4,6,4,6,7,0,3
46,271,4284,15322,20,0.53,30.64,0,6,1,2,4,3,2,4,6,4,6,7,0,3
