Tick,AnimalsCount,GrassesCount,EmptyPlaces,AverageEnergy,AverageChildrenCount,AverageLifeSpan,DominantGenome
0,407,784,20761,21,0.03,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
1,407,784,20761,21,0.03,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
2,407,784,20761,21,0.03,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
3,411,978,20567,20,0.05,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
4,411,978,20573,20,0.06,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
5,413,1165,20392,19,0.06,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
6,413,1346,20208,18,0.06,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
7,413,1527,19858,18,0.06,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
8,411,1674,19192,17,0.06,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
9,403,1759,18111,17,0.06,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
10,399,1830,17004,16,0.06,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
11,389,1815,15915,16,0.06,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
12,389,1864,15677,16,0.07,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
13,392,2021,17173,16,0.08,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
14,392,2192,18075,15,0.08,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
15,392,2354,18869,15,0.08,NaN,4,7,5,1,5,4,3,2,7,5,2,1,1,6
16,392,2507,19086,15,0.08,16.0,4,7,5,1,5,4,3,2,7,5,2,1,1,6
17,391,2665,18933,16,0.06,16.76,7,5,1,5,1,6,1,4,7,6,7,0,2,4
18,382,2823,18776,16,0.06,16.76,7,5,1,5,1,6,1,4,7,6,7,0,2,4
19,382,2974,18642,16,0.05,17.0,7,5,1,5,1,6,1,4,7,6,7,0,2,4
20,379,3128,18486,16,0.05,16.84,7,5,1,5,1,6,1,4,7,6,7,0,2,4
21,376,3283,18332,16,0.05,16.76,7,5,1,5,1,6,1,4,7,6,7,0,2,4
22,375,3444,18189,16,0.05,16.76,7,5,1,5,1,6,1,4,7,6,7,0,2,4
23,375,3583,17927,16,0.06,16.76,7,5,1,5,1,6,1,4,7,6,7,0,2,4
24,378,3659,17281,16,0.06,17.39,7,5,1,5,1,6,1,4,7,6,7,0,2,4
